amount,user_avg_amount,amount_ratio,tx_count_last_1h,tx_count_last_24h,is_new_device,is_trusted_device,is_new_ip,is_new_country,failed_logins_last_30m,hour_of_day,label
57.34,41.77,1.3727555661958344,1,2,0,1,0,0,0,19,0
70.12,59.05,1.187468247248095,1,4,0,1,0,0,0,11,0
151.06,153.99,0.9809727904409377,2,5,0,0,1,0,0,9,0
136.81,157.75,0.8672583201267829,1,4,0,0,0,0,1,18,0
70.29,59.11,1.1891388935882254,0,1,0,1,0,0,0,14,0
54.19,52.02,1.0417147251057284,0,1,0,1,0,0,0,16,0
62.97,81.36,0.7739675516224189,0,0,0,1,0,0,0,13,0
203.1,114.84,1.7685475444096133,5,14,0,1,0,0,2,12,0
142.09,101.01,1.4066924066924067,0,4,0,1,0,0,0,11,0
268.25,64.64,4.149907178217822,7,25,1,0,1,1,6,3,1
55.01,52.04,1.0570714834742505,2,8,0,1,1,0,2,13,1
363.13,187.22,1.9395897874158743,5,12,1,0,1,0,1,2,0
17.14,32.64,0.5251225490196079,1,2,0,1,0,0,0,17,0
119.62,58.07,2.059927673497503,4,7,0,0,0,1,0,13,0
74.36,52.39,1.4193548387096775,3,4,0,1,0,0,0,12,0
51.82,73.44,0.7056100217864923,0,2,0,1,0,0,0,14,0
61.45,71.47,0.8598013152371625,0,1,0,0,1,0,0,12,0
37.98,34.44,1.102787456445993,0,2,0,1,0,0,1,16,0
98.24,108.07,0.9090404367539557,5,11,0,1,1,0,2,17,1
128.45,135.61,0.9472015338101908,1,4,0,1,0,0,0,13,0
80.14,58.0,1.3817241379310345,2,5,0,1,0,0,0,11,0
107.8,114.05,0.9451994739149496,2,3,0,1,0,0,0,12,0
100.77,76.83,1.3115970324092152,0,5,0,1,0,0,0,13,0
135.68,110.71,1.2255442146147595,0,1,0,1,0,0,0,5,0
73.82,114.57,0.6443222484070873,1,1,0,1,0,0,0,17,0
41.74,40.78,1.0235409514467877,1,4,1,0,0,0,0,12,0
79.63,71.85,1.1082811412665274,0,4,0,1,0,0,1,19,0
89.61,72.18,1.241479634247714,1,3,0,1,0,0,0,13,0
72.82,54.91,1.3261700965215808,1,4,0,1,0,0,0,3,0
158.44,245.68,0.6449039400846629,2,3,0,1,0,0,0,13,0
40.96,64.59,0.6341538937916086,1,5,0,1,0,0,0,13,0
117.46,124.52,0.9433022807581112,0,2,0,1,0,0,0,22,0
98.97,49.67,1.9925508355143948,5,9,0,1,0,0,1,23,1
48.71,59.53,0.8182429027381153,0,4,0,0,0,0,0,17,0
44.45,71.8,0.6190807799442898,0,4,0,1,0,0,1,13,0
172.28,125.62,1.3714376691609615,0,2,0,1,0,0,0,10,0
58.53,107.6,0.5439591078066915,1,5,0,1,0,0,0,12,0
324.49,131.02,2.4766447870554114,5,11,0,0,0,0,0,9,1
50.51,65.18,0.7749309604173058,0,2,0,1,0,0,1,12,0
63.25,47.78,1.3237756383424026,0,5,0,1,0,0,0,15,0
317.88,56.25,5.6512,11,28,1,0,1,0,5,4,1
98.07,82.35,1.1908925318761385,0,4,0,1,0,0,0,9,0
105.61,77.57,1.3614799535903057,1,4,0,1,0,0,0,17,0
617.62,150.26,4.1103420737388525,14,25,1,0,1,1,3,3,1
61.28,55.96,1.0950679056468906,1,3,0,1,0,0,0,13,0
107.44,126.64,0.848389134554643,1,5,0,1,0,0,0,10,0
162.02,47.79,3.3902490060682156,9,27,1,0,1,1,4,3,1
34.42,66.78,0.515423779574723,3,7,0,1,0,0,0,15,0
1978.14,245.33,8.063180206252802,13,26,1,0,1,1,3,3,1
26.18,17.31,1.512420566146736,1,7,0,1,0,0,0,17,0
77.33,74.63,1.0361784805038188,0,2,0,0,0,0,0,22,0
16.17,31.82,0.5081709616593338,2,3,0,1,0,0,0,15,0
160.06,123.77,1.2932051385634646,0,3,0,1,0,0,0,11,0
35.04,43.55,0.8045924225028703,1,3,0,1,0,0,0,13,0
131.86,85.55,1.5413208649912333,1,5,0,1,0,0,0,10,0
60.06,45.38,1.3234905244601145,1,2,0,1,0,0,0,13,0
43.76,45.12,0.9698581560283688,1,4,0,1,0,0,0,21,0
70.51,86.33,0.8167496814548825,0,2,0,0,0,0,0,15,0
516.89,131.01,3.945424013434089,11,28,1,0,1,0,4,17,1
80.9,70.19,1.1525858384385241,0,2,0,1,0,0,0,14,0
1350.42,143.34,9.421096693177061,10,30,1,0,1,1,1,4,1
69.08,55.52,1.244236311239193,0,5,0,1,0,0,0,9,0
105.34,95.33,1.105003671457044,0,4,0,1,0,0,2,17,0
70.22,106.64,0.6584771192798199,0,2,0,1,0,0,0,11,0
35.52,49.72,0.7144006436041835,1,1,0,0,0,0,1,13,0
152.92,123.69,1.236316597946479,2,5,0,1,0,0,0,20,0
250.39,38.63,6.4817499352834576,11,29,1,0,1,1,8,3,1
131.72,53.35,2.468978444236176,1,5,0,0,1,0,0,10,0
111.64,95.71,1.1664402883711211,0,1,0,1,0,0,0,12,0
26.89,54.63,0.4922203917261578,1,2,0,1,0,0,0,12,0
67.26,66.12,1.0172413793103448,2,4,0,1,0,0,0,12,0
87.54,62.9,1.3917329093799684,0,4,0,1,0,0,0,10,0
182.83,23.94,7.637009189640769,16,30,1,0,1,1,6,7,1
200.9,21.11,9.51681667456182,8,37,1,0,1,1,4,2,1
47.16,79.04,0.59665991902834,2,4,0,1,0,0,0,13,0
687.09,146.4,4.693237704918033,13,28,1,0,1,1,5,0,1
89.43,89.52,0.9989946380697052,0,2,0,1,0,0,0,13,0
37.33,31.19,1.1968579672972106,3,4,1,0,0,0,0,10,0
25.27,19.9,1.269849246231156,4,12,0,1,1,0,3,12,0
52.51,49.84,1.0535714285714284,1,2,0,1,0,0,0,12,0
68.65,56.93,1.2058668540312665,1,2,0,0,1,0,0,14,0
13.12,25.32,0.5181674565560821,1,6,0,1,0,0,1,14,0
285.8,205.47,1.3909573173699323,1,6,0,1,0,0,1,13,0
50.85,71.74,0.7088095901867857,2,3,0,1,0,0,0,17,0
42.08,75.24,0.5592769803296119,1,5,0,1,0,0,0,11,0
49.29,47.88,1.0294486215538847,1,6,0,1,0,0,0,16,0
427.4,236.52,1.807035345848131,0,7,0,0,1,1,3,9,0
105.03,51.54,2.0378346915017462,4,10,0,0,1,0,2,0,0
63.38,86.73,0.7307736653983627,0,2,0,1,0,0,0,6,0
35.68,52.05,0.6854947166186359,0,1,1,0,0,0,0,17,0
128.32,95.45,1.3443687794656887,1,3,0,1,0,0,0,15,0
182.19,143.49,1.2697052059376959,0,1,0,1,0,0,0,14,0
140.87,28.41,4.958465329109469,13,35,1,0,1,1,5,10,1
47.04,51.05,0.9214495592556318,0,2,0,1,0,0,1,4,0
1388.2,142.94,9.711767175038478,11,26,1,0,1,1,6,3,1
192.21,23.54,8.165250637213255,5,25,1,0,1,0,3,12,1
180.09,139.06,1.2950524953257587,0,3,0,1,0,0,0,12,0
114.66,88.72,1.292380522993688,1,1,0,0,1,0,1,15,0
65.44,101.08,0.6474079936683814,0,1,0,1,0,0,0,9,0
21.26,25.83,0.8230739450251646,0,4,0,1,0,0,0,11,0
42.65,33.11,1.2881304741769857,1,7,0,1,0,0,0,12,0
37.56,25.66,1.4637568199532347,0,3,0,1,0,0,0,12,0
48.23,90.22,0.5345821325648414,2,3,0,1,0,0,0,15,0
598.22,338.24,1.7686258278145697,1,6,0,0,1,0,1,21,1
110.5,101.38,1.0899585717103966,0,5,0,1,0,0,0,19,0
127.02,114.33,1.1109944896352664,0,3,0,1,0,0,0,14,0
160.44,108.28,1.481714074621352,0,4,0,1,0,0,0,14,0
187.16,157.78,1.1862086449486626,1,6,0,1,0,0,0,13,0
265.15,247.93,1.069455088129714,2,4,0,1,0,0,0,16,0
270.18,292.69,0.9230926919266118,2,4,0,1,0,1,0,16,1
89.22,70.06,1.273479874393377,0,1,0,1,0,0,0,16,0
99.39,74.87,1.327501001736343,0,0,0,1,0,0,1,12,0
74.37,82.42,0.9023295316670711,0,3,0,1,0,0,2,10,0
49.58,39.37,1.2593345186690375,1,2,0,1,0,0,0,11,0
118.54,92.24,1.2851257588898526,2,6,0,1,0,0,0,9,0
83.8,32.29,2.5952307215856303,0,4,0,0,0,0,2,16,1
337.48,140.76,2.397556123898835,2,8,1,0,0,0,0,14,1
56.55,102.43,0.5520843502880015,1,5,0,1,0,0,0,14,0
255.57,88.55,2.8861660079051386,2,7,0,1,0,0,2,12,0
153.94,157.36,0.9782663955261819,3,5,0,1,0,0,0,14,0
498.9,56.14,8.886711791948699,16,40,1,0,1,1,4,1,1
65.16,51.68,1.2608359133126934,0,3,0,1,0,0,0,9,0
54.47,50.87,1.0707686259091802,0,2,0,1,0,0,1,14,0
54.49,91.57,0.5950638855520367,1,4,0,1,1,0,0,17,0
345.02,52.23,6.605782117556959,15,29,1,0,1,1,6,2,1
255.5,152.98,1.670152961171395,3,12,0,0,1,0,0,3,0
107.17,97.63,1.0977158660247874,1,9,0,1,0,0,0,13,0
63.89,69.32,0.9216676283900751,1,2,0,1,0,0,0,9,0
46.59,58.42,0.797500855871277,3,5,0,1,0,0,0,14,0
267.63,109.98,2.433442444080742,2,10,0,0,1,0,2,7,0
41.29,52.78,0.7823039029935581,0,2,0,1,0,0,0,9,0
119.61,153.33,0.7800821756994717,2,6,0,1,0,0,0,9,0
96.4,74.56,1.2929184549356223,0,3,0,1,0,0,0,17,0
46.44,32.85,1.4136986301369863,1,2,0,1,0,0,0,14,0
151.5,144.09,1.0514261919633563,0,1,0,1,0,0,0,6,0
106.77,83.32,1.2814450312049928,3,12,1,0,0,0,2,10,1
51.23,90.92,0.5634623845138583,0,4,0,1,0,0,0,13,0
98.93,86.58,1.1426426426426428,0,0,0,1,0,0,0,11,0
54.68,63.0,0.8679365079365079,2,2,0,1,0,0,0,10,0
95.25,139.98,0.6804543506215174,3,7,0,1,0,0,0,15,0
317.01,104.14,3.0440752832725178,4,11,1,0,1,0,1,15,1
54.77,64.96,0.8431342364532021,0,2,0,1,0,0,1,14,0
300.36,29.91,10.042126379137413,7,20,1,0,1,1,5,1,1
66.28,64.64,1.0253712871287128,1,2,0,1,0,0,0,10,0
36.97,72.31,0.5112709168856313,1,3,0,1,0,0,0,12,0
93.6,63.6,1.471698113207547,3,4,0,1,0,0,0,7,0
100.44,102.07,0.9840305672577643,1,4,0,1,0,0,0,9,0
119.14,90.26,1.3199645468646133,0,0,0,1,0,0,0,15,0
56.78,74.88,0.7582799145299146,0,2,0,0,0,0,0,10,0
138.25,144.32,0.9579406873614191,2,7,0,0,1,0,0,7,0
39.28,35.53,1.105544610188573,2,5,0,1,0,0,0,16,0
49.22,84.68,0.5812470477090221,0,3,0,1,0,0,0,9,0
1190.36,499.76,2.381863294381303,5,13,0,1,0,0,1,22,0
182.43,165.73,1.1007663066433357,3,5,0,1,0,0,0,21,0
54.8,36.32,1.5088105726872245,2,5,0,0,1,0,0,13,0
14.03,26.46,0.5302343159486016,1,2,0,1,0,0,0,9,0
40.7,36.89,1.1032800216860938,0,1,0,1,0,0,0,17,0
123.31,89.99,1.370263362595844,0,5,0,1,0,0,0,14,0
77.01,74.39,1.035219787605861,0,2,0,1,0,0,1,11,0
29.42,22.83,1.2886552781427947,4,6,0,1,0,0,0,9,0
127.93,210.5,0.6077434679334918,1,5,0,1,0,0,0,15,0
125.79,101.38,1.240777273623989,3,6,0,1,0,0,1,14,0
59.14,75.1,0.7874833555259655,3,4,0,1,0,0,0,15,0
41.63,57.35,0.7258936355710549,0,3,0,1,0,0,1,16,0
61.15,15.34,3.986310299869622,11,36,1,0,1,1,6,22,1
79.16,35.77,2.213027676824154,3,6,0,1,0,0,0,12,0
543.22,68.5,7.93021897810219,17,39,1,0,1,1,4,1,1
265.88,93.68,2.838172502134927,4,11,1,0,0,0,1,15,0
168.47,60.26,2.795718552937272,3,9,0,1,0,0,2,14,0
109.73,104.4,1.0510536398467434,0,1,0,1,0,0,0,16,0
347.73,80.64,4.312127976190476,12,34,1,0,1,1,6,2,1
147.59,97.7,1.5106448311156602,1,3,0,1,0,0,0,15,0
31.3,62.73,0.49896381316754346,0,0,0,1,0,0,0,17,0
352.73,132.24,2.6673472474289173,6,15,0,1,1,0,2,15,1
152.53,159.2,0.958103015075377,1,3,0,1,0,0,0,12,0
119.2,162.86,0.7319169839125629,0,1,0,1,0,0,0,12,0
417.5,144.45,2.8902734510211148,5,11,1,0,0,0,0,23,1
208.54,49.85,4.183350050150451,11,41,1,0,1,1,4,10,1
83.2,100.04,0.8316673330667733,1,9,0,1,0,0,0,16,0
564.59,79.12,7.135869565217392,18,44,1,0,1,0,4,4,1
968.75,99.69,9.717624636372756,8,16,1,0,1,1,2,2,1
77.26,74.99,1.0302707027603681,0,1,0,1,0,0,0,16,0
19.72,23.01,0.857018687527162,2,5,0,1,0,0,0,9,0
294.77,176.59,1.6692338184495157,2,7,0,1,1,1,0,12,1
97.01,68.68,1.4124927198602213,1,3,0,0,1,0,0,0,0
50.84,80.87,0.6286632867565228,1,3,0,1,0,0,1,7,0
152.42,172.88,0.8816520129569643,0,1,0,1,0,0,0,13,0
102.51,88.46,1.1588288491973775,0,1,0,1,0,0,1,14,0
1987.99,644.54,3.0843547336084653,1,7,0,1,0,0,0,13,1
24.64,31.28,0.7877237851662404,3,5,0,1,0,0,0,9,0
383.09,187.84,2.039448466780238,3,11,0,1,0,0,2,22,0
70.83,96.94,0.7306581390550856,1,4,0,1,0,0,1,19,0
211.41,31.49,6.713559860273103,15,36,1,0,1,0,3,0,1
96.01,81.07,1.184285185642038,0,3,0,0,0,0,0,9,0
46.04,52.15,0.8828379674017258,1,2,0,1,0,1,0,17,0
178.15,56.92,3.1298313422347155,14,31,1,0,1,1,5,0,1
65.51,83.55,0.7840813883901856,1,5,0,1,0,0,1,16,0
37.82,44.08,0.8579854809437387,3,7,0,0,0,1,1,0,0
196.35,140.38,1.3987035190198034,1,4,0,1,0,0,0,15,0
66.68,65.6,1.0164634146341465,1,4,0,1,0,0,0,13,0
50.07,81.96,0.6109077598828697,0,4,0,1,0,0,0,15,0
89.27,73.38,1.2165440174434452,4,5,0,1,0,0,0,21,0
832.87,85.5,9.741169590643274,9,29,1,0,1,0,3,2,1
106.56,74.12,1.4376686454398273,0,1,0,1,0,0,0,12,0
53.0,57.96,0.914423740510697,5,6,0,1,0,0,0,10,0
125.94,31.6,3.9854430379746835,6,19,1,0,1,1,8,23,1
22.13,30.73,0.7201431825577611,1,1,0,0,0,0,0,9,0
616.32,163.4,3.7718482252141983,14,39,1,0,1,1,5,2,1
22.77,32.94,0.6912568306010929,3,8,0,1,0,0,0,14,0
40.01,75.19,0.5321186327969145,1,2,0,0,0,0,0,13,0
54.24,68.36,0.7934464599180808,1,3,0,1,0,0,0,14,0
196.31,31.21,6.289971163088754,13,28,1,0,1,1,4,2,1
229.97,157.5,1.4601269841269842,0,4,0,1,0,0,0,2,0
64.6,61.23,1.055038379879144,0,2,0,1,0,0,0,16,0
81.47,36.08,2.258037694013304,0,5,0,0,0,0,1,16,0
50.72,49.39,1.0269285280421137,1,2,0,1,0,0,0,11,0
62.97,118.0,0.5336440677966101,1,1,0,1,0,0,0,13,0
1285.9,133.19,9.654628725880322,7,26,1,0,1,1,5,4,1
112.2,95.74,1.171923960726969,0,4,0,1,0,0,0,15,0
160.54,143.36,1.119838169642857,0,1,0,1,0,0,0,16,0
35.77,71.81,0.4981200389917839,0,2,0,1,0,0,0,16,0
206.44,103.78,1.9892079398728078,1,10,0,1,0,0,2,23,1
151.43,134.22,1.1282223215616154,1,1,0,1,0,0,0,11,0
49.0,62.9,0.7790143084260731,0,6,0,1,0,0,0,9,0
36.6,73.94,0.4949959426562078,0,2,0,1,0,0,0,12,0
92.0,100.28,0.9174311926605504,0,2,0,0,1,0,0,9,0
262.08,131.79,1.9886182563168677,4,14,0,0,1,0,2,17,0
265.88,100.39,2.648470963243351,3,9,0,1,0,0,0,9,0
42.07,49.07,0.8573466476462197,1,2,0,1,0,0,0,22,0
115.58,92.01,1.2561678078469731,0,4,0,1,0,0,0,16,0
76.24,64.75,1.1774517374517375,1,3,0,1,0,0,0,11,0
148.16,102.51,1.445322407569993,0,5,0,1,0,0,0,14,0
105.0,82.07,1.279395637870111,0,4,0,1,0,0,0,14,0
82.77,58.53,1.4141465914915428,0,3,0,1,0,0,0,9,0
40.66,47.98,0.8474364318466028,0,4,0,1,0,0,0,15,0
68.85,96.64,0.7124379139072847,2,3,0,1,0,0,0,10,0
152.69,113.39,1.3465914101772642,1,5,1,0,0,0,2,17,0
238.1,204.92,1.1619168455982822,2,4,1,0,0,0,0,15,0
124.53,75.83,1.6422260319134907,2,7,0,0,0,1,1,15,1
123.81,131.75,0.9397343453510436,0,2,0,0,1,0,0,14,0
54.85,41.49,1.3220053024825258,2,8,0,0,0,0,1,11,0
134.98,122.99,1.0974876006179364,0,3,0,1,0,0,0,15,0
95.62,127.68,0.7489035087719298,0,2,0,1,0,0,0,10,0
66.05,67.34,0.9808434808434807,3,7,0,0,1,0,0,10,0
511.05,108.99,4.68896229011836,6,29,1,0,1,1,4,0,1
51.75,81.29,0.6366096690859884,3,4,0,1,0,0,0,1,0
109.34,55.5,1.9700900900900902,1,12,0,1,1,0,0,0,0
213.87,143.63,1.4890343243055073,1,2,0,1,0,0,0,15,0
102.97,76.34,1.3488341629552003,0,2,1,0,0,0,0,14,0
354.89,56.21,6.313645258850738,8,25,1,0,1,1,2,4,1
614.32,82.3,7.464398541919807,14,39,1,0,1,0,1,19,1
60.99,66.87,0.9120681920143562,2,4,0,1,0,0,0,13,0
40.77,82.22,0.49586475310143524,0,1,0,0,1,0,0,13,0
119.78,46.96,2.5506814310051107,5,17,1,0,0,0,2,0,1
67.15,49.29,1.362345303306959,2,7,1,0,0,0,2,1,0
47.8,59.15,0.8081149619611158,0,3,0,1,0,0,0,14,0
279.56,152.89,1.8285041533128394,2,8,1,0,0,0,1,7,0
185.47,89.28,2.077396953405018,2,7,1,0,0,0,2,22,0
93.01,102.27,0.9094553632541313,2,5,0,1,0,0,0,11,0
99.53,93.47,1.0648336364608966,1,2,0,1,0,0,1,11,0
165.04,80.29,2.055548636193797,2,8,1,0,1,0,2,12,0
119.44,65.79,1.81547347621219,3,5,1,0,0,0,0,12,0
91.3,109.82,0.8313604079402659,0,4,0,1,0,0,0,17,0
46.38,53.08,0.8737754333082141,1,3,0,1,0,0,0,17,0
165.97,74.85,2.217368069472278,5,13,1,0,1,0,3,9,0
267.43,118.02,2.265971869174716,2,8,0,1,0,0,0,17,1
644.6,231.34,2.786375032419815,4,10,0,1,1,0,0,9,0
38.49,52.66,0.7309153057349033,2,6,0,1,0,0,0,7,0
130.74,84.4,1.5490521327014217,2,6,0,1,0,0,0,12,0
91.3,85.03,1.0737386804657179,2,4,0,1,0,0,0,11,0
63.13,45.22,1.3960636886333482,0,2,0,1,0,0,0,17,0
27.57,32.3,0.8535603715170279,2,5,0,1,0,0,0,9,0
63.82,75.91,0.8407324463180083,1,2,0,1,0,0,0,14,0
459.76,293.57,1.56610007834588,3,6,0,0,1,0,2,13,0
133.48,159.86,0.8349806080320279,0,2,0,1,0,0,1,1,0
197.9,161.35,1.2265261853114349,1,2,0,1,0,0,0,17,0
75.7,64.72,1.1696538936959209,1,3,0,1,0,0,0,15,0
115.9,100.16,1.1571485623003195,4,17,0,0,1,0,1,5,0
102.24,106.66,0.9585599099943747,1,3,0,1,0,0,0,14,0
63.09,104.08,0.6061683320522675,1,2,0,0,1,0,1,16,0
78.04,74.88,1.0422008547008548,0,1,0,1,0,0,0,4,0
38.72,49.23,0.7865122892545197,4,8,0,1,0,0,0,9,0
78.6,115.99,0.677644624536598,0,3,0,1,0,0,0,14,0
124.89,84.43,1.4792135496861305,2,5,0,1,0,0,0,17,0
80.9,84.21,0.9606935043344023,1,1,0,1,0,0,0,17,0
743.49,78.83,9.431561588227833,9,30,1,0,1,1,5,1,1
304.04,135.74,2.239870340356564,3,8,1,0,0,0,2,15,1
131.96,93.95,1.4045769026077701,2,4,0,1,0,0,0,17,0
90.43,52.07,1.7367005953524104,4,7,0,1,0,0,1,14,0
70.99,83.75,0.8476417910447761,2,3,0,1,0,0,0,19,0
179.12,170.1,1.0530276308054087,0,4,0,1,0,0,0,9,0
79.46,45.73,1.7375902033675923,1,11,1,0,0,0,0,12,1
44.67,35.3,1.2654390934844195,1,7,0,1,0,0,0,20,0
120.08,99.3,1.209264853977845,4,7,0,1,0,0,0,7,0
247.46,79.99,3.0936367045880737,13,36,1,0,1,1,2,1,1
68.55,75.6,0.9067460317460317,0,3,0,1,0,0,0,16,0
101.77,74.47,1.3665905733852557,2,5,0,1,0,0,0,12,0
68.38,53.52,1.2776532137518684,0,2,0,1,0,0,0,12,0
198.46,43.64,4.547662694775435,6,28,1,0,1,1,4,0,1
90.19,60.47,1.4914833801885232,0,0,0,1,0,0,0,15,0
102.62,110.91,0.9252547110269589,1,2,0,1,0,0,0,15,0
1111.51,137.83,8.064354639773633,9,29,1,0,1,1,5,22,1
113.32,80.39,1.4096280631919391,3,8,0,1,0,0,0,13,1
