amount,user_avg_amount,amount_ratio,tx_count_last_1h,tx_count_last_24h,is_new_device,is_trusted_device,is_new_ip,is_new_country,failed_logins_last_30m,label
76.79,57.57,1.3338544380753865,2,3,0,1,0,0,0,0
60.67,50.02,1.2129148340663733,0,3,0,1,0,0,0,0
106.67,74.28,1.436052773290253,0,2,0,1,0,0,0,0
100.88,141.51,0.7128824818034062,2,8,0,1,0,0,0,0
215.55,183.9,1.1721044045676998,0,3,0,1,0,0,0,0
46.51,59.57,0.7807621285882155,0,3,0,1,0,0,1,0
50.85,71.74,0.7088095901867857,2,3,0,1,0,0,0,0
57.71,65.4,0.8824159021406727,1,4,0,1,0,0,0,0
78.35,113.15,0.6924436588599203,2,2,0,1,0,0,0,0
124.58,59.62,2.0895672593089567,2,10,0,0,0,1,1,0
235.45,189.74,1.2409086117845471,3,6,1,0,0,0,0,0
39.03,42.56,0.9170582706766917,1,3,0,1,0,0,0,0
144.23,112.96,1.2768236543909348,0,2,0,1,0,0,0,0
75.65,52.27,1.4472929022383776,0,2,0,1,0,0,0,0
49.58,39.37,1.2593345186690375,1,2,0,1,0,0,0,0
100.61,73.98,1.3599621519329548,0,1,0,1,0,0,0,0
120.18,89.67,1.340247574439612,0,3,0,1,0,0,0,0
213.67,282.34,0.7567826025359495,8,16,1,0,1,0,0,0
47.73,32.05,1.489235569422777,2,9,0,1,0,0,0,0
131.35,49.34,2.662140251317389,2,6,0,1,0,0,1,0
37.42,44.76,0.8360142984807865,2,6,0,1,0,0,1,0
167.86,158.59,1.05845261365786,5,20,1,0,0,0,1,0
54.06,41.84,1.2920650095602293,0,3,1,0,0,0,0,0
44.23,61.11,0.7237767959417444,0,0,0,1,0,1,1,0
15.8,26.24,0.6021341463414634,2,8,1,0,0,0,1,0
277.4,119.18,2.3275717402248697,6,10,0,1,1,0,2,1
62.59,27.17,2.3036437246963564,1,7,1,0,0,0,0,0
153.45,69.76,2.199684633027523,1,4,0,1,0,1,2,0
184.71,178.07,1.0372887066883811,1,2,0,1,0,0,0,0
95.73,61.45,1.5578519121236778,0,8,0,1,0,0,0,0
67.68,87.85,0.7704040978941379,0,4,0,1,0,0,0,0
101.39,123.47,0.8211711346885884,0,2,0,1,0,0,0,0
57.95,72.85,0.7954701441317777,1,2,0,0,1,0,0,0
317.51,45.03,7.051077059737952,8,28,1,0,1,1,5,1
66.47,59.72,1.113027461486939,0,3,0,1,0,0,0,0
96.16,67.39,1.4269179403472325,0,3,0,1,0,0,0,0
69.59,50.79,1.370151604646584,2,2,0,1,0,0,0,0
50.13,48.36,1.0366004962779156,0,3,0,1,0,0,0,0
51.14,43.7,1.1702517162471395,1,5,1,0,0,0,0,0
285.8,205.47,1.3909573173699323,1,6,0,1,0,0,1,0
83.81,76.9,1.0898569570871262,0,3,0,1,0,0,0,0
49.41,46.43,1.0641826405341372,0,2,0,1,0,0,0,0
296.39,83.46,3.5512820512820515,17,34,1,0,1,1,4,1
29.52,44.92,0.6571682991985752,0,2,0,1,0,0,0,0
82.31,63.03,1.3058860859907981,1,2,0,1,0,0,0,0
76.49,116.24,0.6580350997935306,3,5,1,0,0,0,0,0
197.19,112.64,1.7506214488636362,3,8,0,1,1,0,1,0
32.41,50.87,0.6371142126990367,2,4,0,1,0,0,0,0
127.09,94.62,1.3431621221729022,0,1,0,1,0,0,0,0
64.53,54.31,1.1881789725649052,1,2,0,1,0,0,0,0
24.36,29.28,0.8319672131147541,0,6,0,1,0,0,0,0
537.29,218.52,2.458768076148636,4,14,0,1,0,0,2,0
71.33,93.94,0.7593144560357675,1,6,0,1,0,0,0,0
335.36,331.27,1.0123464243668308,1,11,0,1,0,0,1,0
202.0,145.94,1.3841304645744827,0,4,0,1,0,0,0,0
42.72,76.07,0.5615880110424609,3,6,0,1,0,0,0,0
324.62,82.84,3.918638338966683,9,34,1,0,1,0,4,1
562.81,131.13,4.292000305040799,7,18,1,0,1,1,6,1
128.0,84.15,1.5210932857991681,2,6,1,0,0,0,0,0
22.43,37.47,0.5986122231118228,1,2,0,1,0,0,0,0
50.12,52.5,0.9546666666666667,3,9,1,0,0,0,0,1
58.99,55.31,1.066534080636413,2,3,0,1,0,0,0,0
551.42,134.42,4.102216932004166,12,31,1,0,1,0,6,1
49.32,46.63,1.0576881835728071,2,5,0,1,0,0,1,0
1582.43,232.43,6.808200318375425,13,27,1,0,1,1,8,1
160.57,115.7,1.3878133102852204,1,1,0,1,0,0,0,0
27.85,51.05,0.545543584720862,1,5,0,1,0,0,0,0
73.38,102.29,0.7173721771434157,2,4,0,1,0,0,0,0
58.38,87.68,0.6658302919708029,0,3,1,0,0,0,0,0
101.82,143.71,0.7085101941409783,0,4,0,1,0,0,0,0
98.7,64.98,1.5189289012003693,3,6,0,1,0,0,1,0
57.34,41.77,1.3727555661958344,1,2,0,1,0,0,0,0
42.44,46.16,0.9194107452339688,1,1,0,1,0,0,0,0
230.65,140.55,1.6410530060476698,4,7,0,1,1,0,0,1
55.29,42.25,1.3086390532544379,2,3,0,1,0,0,0,0
71.06,91.56,0.7761031017911751,2,6,1,0,0,0,0,0
22.18,37.47,0.5919402188417401,0,2,0,1,0,1,0,0
120.93,76.54,1.5799581917951397,1,5,0,1,0,0,1,0
236.26,179.45,1.3165784341042073,2,5,0,1,0,0,0,0
90.04,87.8,1.0255125284738043,0,3,0,1,0,0,1,0
58.31,57.66,1.0112729795352065,3,13,0,0,1,0,1,0
61.69,61.07,1.0101522842639594,0,1,0,1,0,0,0,0
43.42,66.15,0.6563869992441421,1,1,0,1,0,0,0,0
77.23,51.55,1.49815712900097,2,4,0,1,0,0,0,0
47.75,49.51,0.9644516259341548,1,11,0,1,0,0,1,0
57.21,52.23,1.0953475014359564,0,3,0,1,0,0,0,0
85.1,63.05,1.3497224425059475,0,4,1,0,0,0,0,0
64.47,63.09,1.0218735140275796,0,3,0,0,0,0,0,0
55.13,69.41,0.7942659559141335,1,3,0,1,0,0,0,0
49.79,87.66,0.5679899612137805,0,4,0,1,0,0,1,0
46.58,65.35,0.7127773527161438,1,6,0,1,0,0,0,0
138.73,91.98,1.5082626657969123,4,7,0,0,0,0,1,0
39.63,57.76,0.6861149584487535,3,10,1,0,0,0,0,0
59.18,45.58,1.298376480912681,0,2,1,0,0,0,0,0
131.85,116.22,1.1344863190500774,2,3,0,1,0,0,0,0
120.29,85.59,1.4054211940647272,0,2,1,0,0,0,0,0
89.26,145.08,0.6152467604080507,0,2,0,1,0,0,0,0
59.54,63.39,0.9392648682757533,1,2,0,1,0,0,0,0
113.97,119.39,0.9546025630287294,1,2,0,1,0,0,0,0
361.81,141.67,2.55389284958001,3,9,0,0,1,0,1,1
162.12,102.61,1.5799629665724588,2,3,1,0,0,0,0,0
58.1,78.37,0.7413551103738675,1,3,0,1,0,1,1,0
172.31,138.58,1.243397315629961,3,6,1,0,0,0,2,0
205.59,198.57,1.035352772322103,5,5,0,1,0,0,0,0
72.49,70.94,1.0218494502396391,0,5,0,1,0,0,0,0
31.76,43.96,0.7224749772520473,1,2,0,1,0,0,0,0
67.32,74.6,0.9024128686327078,1,2,0,1,0,0,0,0
103.39,56.46,1.8312079348211123,4,8,1,0,1,0,2,1
68.21,54.05,1.2619796484736354,2,4,0,1,0,0,0,0
73.77,62.59,1.1786227831922031,1,7,0,1,0,0,0,0
191.25,106.91,1.7888878495931158,4,10,1,0,0,0,4,1
72.51,66.78,1.0858041329739443,1,2,0,1,0,1,0,0
89.1,77.16,1.1547433903576982,2,3,0,0,1,0,0,0
62.53,55.8,1.120609318996416,1,3,0,1,0,0,0,0
15.31,18.5,0.8275675675675676,1,2,1,0,0,0,0,0
39.29,50.71,0.7747978702425556,1,2,0,1,0,0,0,0
34.99,33.12,1.056461352657005,0,2,0,0,1,0,0,0
40.8,27.6,1.4782608695652173,1,4,0,1,0,0,0,0
47.78,37.86,1.2620179609086106,1,3,0,1,0,0,1,0
106.68,95.26,1.1198824270417804,2,15,1,0,0,0,0,1
357.91,57.58,6.215873567210838,11,29,1,0,1,1,5,1
140.06,98.24,1.4256921824104236,0,3,0,0,0,0,0,0
138.37,108.92,1.2703819316929856,0,2,0,0,0,0,0,0
63.62,100.57,0.63259421298598,2,3,0,1,0,0,0,0
136.81,157.75,0.8672583201267829,1,4,0,0,0,0,1,0
496.7,59.1,8.404399323181048,12,24,1,0,1,1,4,1
543.63,216.98,2.5054382892432483,5,8,0,0,0,0,0,0
145.92,107.99,1.3512362255764423,0,3,0,1,0,0,0,0
109.08,155.19,0.7028803402281075,2,4,0,1,0,0,0,0
218.1,87.33,2.4974235657849535,1,5,0,1,0,0,1,1
262.72,74.77,3.513708706700549,15,32,1,0,1,1,4,1
17.89,32.73,0.5465933394439353,0,1,0,0,1,0,0,0
93.36,78.33,1.1918805055534278,0,2,0,1,0,0,0,0
18.77,24.29,0.7727459860024701,1,4,0,0,1,0,0,0
299.31,66.45,4.504288939051919,12,36,1,0,1,1,4,1
134.83,72.12,1.8695230171935664,5,13,0,0,0,0,1,0
163.02,117.71,1.3849290629513211,1,3,0,1,0,1,1,0
106.27,50.74,2.094402837997635,5,14,0,1,0,0,2,0
54.69,50.57,1.081471228000791,1,7,1,0,0,0,1,0
52.31,79.62,0.6569957297161517,1,5,0,1,0,0,0,0
33.18,54.14,0.6128555596601404,0,3,1,0,0,0,0,0
84.73,157.78,0.5370135631892509,1,5,0,1,0,0,0,0
130.25,75.85,1.7172050098879368,2,8,0,0,1,0,0,0
96.25,66.77,1.441515650741351,1,3,0,1,0,0,0,0
604.44,68.28,8.85237258347979,12,35,1,0,1,0,3,1
22.75,44.12,0.5156391659111514,1,3,0,1,0,0,0,0
56.51,57.62,0.9807358556056924,1,3,0,1,0,0,1,0
149.75,141.56,1.0578553263633794,1,5,0,0,0,0,0,0
187.39,130.76,1.433083511777302,2,4,0,1,0,0,0,0
71.27,51.34,1.388196338137904,2,2,0,1,0,0,0,0
78.39,75.24,1.041866028708134,2,5,0,1,0,0,0,0
374.98,84.28,4.44921689606075,16,31,1,0,1,1,9,1
51.63,51.48,1.002913752913753,1,4,0,1,0,0,0,0
68.79,34.07,2.019078368065747,6,9,0,1,1,0,4,0
217.3,148.2,1.4662618083670718,1,5,0,0,1,0,0,0
30.26,51.18,0.5912465806955842,0,1,0,1,0,0,0,0
92.4,59.27,1.5589674371520161,4,9,0,1,0,0,0,0
34.4,50.29,0.6840326108570293,1,5,0,1,0,0,0,0
117.96,89.95,1.3113952195664256,2,5,1,0,0,0,3,1
287.33,63.55,4.5213217938631,11,28,1,0,1,1,3,1
155.89,138.38,1.1265356265356266,1,3,1,0,0,0,0,0
167.56,133.7,1.2532535527299926,1,4,0,1,0,0,0,0
46.59,58.42,0.797500855871277,3,5,0,1,0,0,0,0
114.04,166.47,0.6850483570613324,1,4,0,1,0,0,0,0
46.89,48.16,0.9736295681063124,3,5,0,0,0,0,2,1
53.84,55.23,0.9748325185587544,0,4,0,1,0,0,0,0
62.95,77.99,0.8071547634312092,1,5,0,1,0,0,0,0
58.96,58.54,1.0071745814827469,2,3,0,1,0,0,0,0
57.86,45.19,1.2803717636645275,1,2,0,1,0,0,0,0
105.62,96.51,1.0943943632784168,2,4,0,1,0,0,0,0
43.52,55.39,0.7857013901426251,0,5,0,1,0,0,0,0
105.3,152.3,0.6913985554826001,2,3,0,1,0,0,0,0
490.58,298.71,1.6423286799906265,6,13,0,1,0,1,0,0
103.48,41.79,2.4761904761904763,6,13,0,1,0,0,0,0
268.17,92.88,2.887273901808786,3,12,0,1,0,0,2,0
56.56,64.7,0.8741885625965997,1,2,0,0,0,0,1,0
211.61,107.93,1.9606226257759658,3,12,1,0,1,0,0,1
46.28,45.0,1.0284444444444445,3,4,0,1,0,0,0,0
36.05,74.45,0.4842175957018132,0,2,0,1,0,0,1,0
393.14,280.49,1.401618596028379,2,5,0,1,0,0,0,0
297.54,70.28,4.23363688104724,9,32,1,0,1,0,3,1
105.32,78.54,1.3409727527374584,1,2,0,1,0,0,0,0
41.31,69.32,0.5959319099826891,0,0,0,1,0,0,0,0
71.13,64.57,1.1015951680346912,1,3,0,1,0,0,0,0
120.07,53.93,2.2264045985536804,2,6,0,0,0,0,3,0
29.79,32.15,0.9265940902021773,0,2,0,1,0,0,0,0
349.69,64.18,5.448582112807728,11,31,1,0,1,1,5,1
72.03,86.16,0.8360027855153204,1,1,0,1,0,0,0,0
77.76,63.77,1.2193821546181591,2,3,0,1,0,0,0,0
792.72,115.02,6.892018779342724,13,25,1,0,1,1,4,1
52.51,42.34,1.240198393953708,1,2,0,1,0,0,0,0
72.25,74.08,0.9752969762419007,0,3,0,1,0,0,0,0
53.11,83.9,0.6330154946364719,2,4,0,1,0,0,1,0
260.8,225.6,1.1560283687943262,1,4,0,1,0,0,0,0
80.23,98.14,0.8175056042388426,0,3,0,1,0,0,0,0
33.5,47.98,0.6982075864943728,1,4,0,1,0,0,0,0
301.82,108.38,2.7848311496586087,2,12,0,0,0,0,1,0
223.85,85.1,2.630434782608696,3,6,0,0,0,0,1,0
515.19,72.18,7.137572734829593,7,29,1,0,1,1,2,1
411.03,122.26,3.3619335841648943,11,22,1,0,1,0,3,1
40.1,78.75,0.5092063492063492,1,4,0,1,0,0,0,0
86.28,60.18,1.4336989032901297,0,0,0,1,0,0,0,0
28.19,43.13,0.6536053790864828,0,10,0,1,0,0,0,0
94.37,98.62,0.9569052930440073,1,2,0,1,0,0,0,0
140.38,78.28,1.79330608073582,1,6,1,0,1,0,0,0
51.87,69.89,0.7421662612677064,2,6,0,0,1,0,0,0
49.53,54.7,0.9054844606946983,0,3,0,0,1,0,0,0
71.38,29.07,2.455452356381149,1,4,0,0,0,0,1,1
74.81,50.23,1.4893489946247265,3,7,0,1,0,0,0,0
64.66,70.08,0.9226598173515982,0,4,0,1,0,0,0,0
55.86,65.66,0.8507462686567164,2,4,0,1,0,0,0,0
104.82,72.99,1.4360871352240032,1,3,0,1,0,1,0,0
63.25,81.45,0.7765500306936771,2,3,0,1,0,0,0,0
90.53,114.3,0.7920384951881015,0,1,0,1,0,0,0,0
210.39,136.44,1.5419964819700966,1,9,0,0,0,0,0,0
86.65,69.18,1.2525296328418618,0,2,0,1,0,0,0,0
233.61,86.14,2.711980496865568,1,14,0,0,0,0,0,0
406.26,135.42,3.0,14,35,1,0,1,1,6,1
193.18,91.06,2.1214583790907096,2,12,0,0,0,0,3,0
49.24,40.31,1.2215331183329199,1,3,0,1,0,0,0,0
15.11,29.86,0.5060281312793035,5,10,0,0,1,0,0,0
74.11,116.1,0.6383290267011198,1,3,0,1,0,0,0,0
135.53,93.35,1.451847884306374,1,3,1,0,0,0,0,0
127.84,97.79,1.3072911340627875,0,2,0,1,0,0,0,0
145.47,34.87,4.1717809004875255,8,24,1,0,1,1,4,1
147.32,121.69,1.2106171419179883,4,6,0,1,0,0,0,0
30.96,51.74,0.5983764978739853,0,0,0,1,0,0,1,0
85.71,66.4,1.290813253012048,3,11,0,1,1,0,0,1
46.1,37.02,1.2452728254997298,0,1,0,1,0,0,1,0
145.06,257.91,0.5624442635027722,1,3,0,1,0,0,0,0
40.67,33.11,1.2283298097251587,0,4,0,1,0,0,0,0
90.7,80.47,1.1271281222815956,1,6,0,1,0,0,0,0
43.35,67.88,0.6386269888037714,2,5,0,0,0,0,0,0
146.87,50.56,2.9048655063291138,10,14,0,0,0,0,0,1
93.62,33.57,2.788799523383974,2,7,0,1,1,0,2,1
195.75,81.2,2.4107142857142856,2,8,1,0,0,0,1,0
170.99,45.77,3.7358531789381693,10,30,1,0,1,1,1,1
115.46,94.09,1.2271229673716653,0,2,0,1,0,0,0,0
62.77,40.18,1.5622200099552017,1,7,0,0,0,0,0,0
99.71,70.76,1.4091294516676087,1,3,0,0,1,0,0,0
219.28,37.93,5.781175850250461,12,29,1,0,1,0,2,1
37.18,57.08,0.6513665031534688,1,1,0,1,1,0,0,0
119.48,122.07,0.9787826656836243,0,3,0,1,0,0,0,0
85.59,80.75,1.059938080495356,2,7,0,1,0,0,0,0
35.46,41.43,0.8559015206372195,1,2,0,1,0,0,0,0
40.78,61.55,0.6625507717303006,0,3,0,1,0,0,0,0
56.39,67.4,0.8366468842729969,1,3,0,1,0,0,0,0
208.24,76.07,2.7374786380964906,0,8,0,0,0,0,2,0
108.28,24.12,4.48922056384743,17,31,1,0,1,1,1,1
532.84,79.83,6.674683702868596,10,28,1,0,1,1,5,1
112.46,117.52,0.9569434989788972,0,0,0,0,1,0,0,0
120.16,114.77,1.046963492201795,1,1,0,1,0,0,1,0
46.54,66.67,0.6980650967451627,1,3,0,1,0,0,0,0
59.48,75.45,0.788336646785951,0,5,0,1,0,0,0,0
25.9,36.88,0.7022776572668112,1,5,0,1,0,0,0,0
126.72,72.02,1.7595112468758678,2,7,0,1,0,0,0,0
64.19,55.01,1.1668787493183057,0,1,0,1,0,0,0,0
173.32,128.27,1.3512122865829888,2,10,0,0,0,0,0,0
67.84,83.65,0.8109982068141064,0,2,0,1,0,0,0,0
71.1,48.63,1.462060456508328,3,10,0,1,1,0,1,1
139.82,38.69,3.6138537089687257,7,24,1,0,1,1,1,1
118.62,58.74,2.0194075587334015,4,12,0,0,0,0,0,0
50.61,93.63,0.5405318808074335,1,2,0,1,0,0,0,0
118.8,106.07,1.1200150843782408,0,6,0,1,0,0,0,0
67.22,64.23,1.0465514557060562,0,1,0,0,0,0,0,0
89.75,64.36,1.3944996892479802,1,2,0,1,0,0,1,0
278.88,32.37,8.615384615384617,12,26,1,0,1,1,2,1
100.96,99.37,1.0160008050719531,0,2,0,1,0,0,1,0
108.9,83.08,1.310784785748676,0,1,0,1,0,0,1,0
153.87,111.78,1.3765432098765433,1,4,0,0,1,0,0,0
162.25,177.03,0.9165113257639947,1,7,0,1,0,0,0,0
251.58,159.23,1.5799786472398418,0,1,0,0,1,0,0,0
77.33,74.63,1.0361784805038188,0,2,0,0,0,0,0,0
23.53,43.17,0.5450544359508919,2,3,0,1,0,0,0,0
455.13,49.23,9.244972577696528,13,23,1,0,1,0,1,1
126.73,85.41,1.4837841002224565,5,14,0,1,0,0,2,1
130.81,97.36,1.343570254724733,1,2,1,0,0,0,0,0
187.83,34.19,5.493711611582334,14,29,1,0,1,1,3,1
57.69,76.08,0.7582807570977917,1,1,0,1,0,0,0,0
36.93,67.09,0.550454613206141,1,2,0,0,1,0,1,0
40.03,29.82,1.3423876592890678,0,4,0,1,0,0,0,0
654.51,330.06,1.9830030903472096,3,9,1,0,1,0,0,0
73.25,36.46,2.0090510148107517,1,3,0,1,0,0,1,0
104.29,204.31,0.5104498066663404,1,3,0,1,0,0,0,0
82.17,76.17,1.0787711697518707,1,2,0,1,0,0,0,0
117.41,91.58,1.282048482201354,0,3,1,0,0,0,0,0
85.64,52.21,1.6402987933346103,1,5,0,0,1,0,2,0
26.75,32.19,0.8310034172103138,0,3,0,1,0,0,0,0
44.38,64.04,0.6930043722673329,3,5,0,1,0,0,1,0
23.79,37.81,0.6291986247024596,0,2,0,1,0,0,0,0
165.51,119.86,1.380861004505256,0,1,0,1,0,0,0,0
194.39,27.38,7.099707815924032,13,26,1,0,1,0,3,1
50.58,35.8,1.4128491620111732,0,2,0,1,0,0,0,0
37.22,35.19,1.0576868428530832,1,4,0,1,0,0,0,0
179.62,212.01,0.8472241875383237,1,5,0,1,0,0,0,0
70.61,73.36,0.9625136314067612,0,4,0,1,0,0,0,0
57.08,77.33,0.7381352644510539,2,2,0,1,0,0,0,0
31.61,50.07,0.6313161573796684,0,1,0,0,1,0,0,0
63.86,54.3,1.176058931860037,1,4,1,0,0,0,0,0
310.09,218.96,1.416194738765071,0,5,0,1,0,0,0,0
110.41,82.09,1.3449872091606772,0,3,0,1,0,0,0,0
230.51,167.32,1.377659574468085,3,11,1,0,0,1,1,1
